	eCO2-1	eCO2-2	eCO2-3	eCO2-4	eCO2-5	eCO2-6
PASV5828	0	0	0.000157282	0	0	0
PASV2131	7.86E-05	0	7.86E-05	0	0	0
PASV2556	0	0	0	3.93E-05	0	0
PASV3326	0	0	0	0	0	0
PASV4168	0	0	0	0	0	0
PASV8111	0.000353885	0	0	0	0	0
PASV1069	0	0	0	0	0	0
PASV7008	0	0	0	0	0	0
PASV3322	0	0	0	0	0	0
PASV1104	0	0	0	0	0	0
PASV9307	0	0	0	0.000314564	0	0
PASV8807	0	0.000393205	0	0	0	0
PASV7012	0	0	0	0	0	0
PASV2521	0	0	0	0	0	0
PASV7567	0	0	0.000353885	0	0	0
PASV4176	0	0	0	0	0	0
PASV8110	0.000353885	0	0	0	0	0
PASV1199	0	3.93E-05	0	0	0	0
PASV7571	0	0	0.000275244	0	0	0
PASV4914	0	0	0	0	0	0.000314564
PASV2522	0	0	0	0	0	0
PASV8804	0	0.000393205	0	0	0	0
PASV3317	0	0	0	0	0	0
PASV1109	0	0	0	0	0	0
PASV7013	0	0	0	0	0	0
PASV6442	0	0	0	0	0.000196603	0
PASV1108	0	0	0	0	0	0
PASV3327	0	0	0	0	0	0
PASV7011	0	0	0	0	0	0
PASV4906	0	0	0	0	0	0.000275244
PASV7005	0	0	0	0	0	0
PASV4907	0	0	0	0	0	0.000275244
PASV8802	0	0.000314564	0	0	0	0
PASV3627	0	0	0	0	0.000157282	0
PASV1088	0	0	0	0	0	0
PASV4908	0	0	0	0	0	0.000275244
PASV1072	0	0	0	0	0	0
PASV2137	0	0	0	0	0	0
PASV5646	0	0	0	0	0	0
PASV7610	0	0	0.000196603	7.86E-05	0	0
PASV1259	0	0	0	0	0	0
PASV3323	0	0	0	0	0	0
PASV6445	0	0	0	0	0.000157282	0
PASV5658	0	0	0	0	0	0
PASV2701	0	0	0	0	7.86E-05	0
PASV4191	0	0	0	0	0	0
PASV4189	0	0	0	0	0	0
PASV1132	0	0	0	0	0	0
PASV5661	0	0	0	0	0	0
PASV8809	0	0.000314564	0	0	0	0
PASV3346	0	0	0	0	0	0
PASV1155	0	0	0	0	0	0
PASV6446	0	0	0	0	0.000314564	0
PASV9316	0	0	0	0.000353885	0	0
PASV7585	0	0	0.000235923	0	0	0
PASV1121	0	0	0	0	0	0
PASV4930	0	0	0	0	0	0.000235923
PASV3446	7.86E-05	0	0	0	0	0
PASV3337	0	0	0	0	0	0
PASV7580	0	0	0.000235923	0	0	0
PASV2540	0	0	0	0	0	0
PASV5659	0	0	0	0	0	0
PASV1481	0	0	0.000157282	0	0	0
PASV1163	0	0	0	0	0	0
PASV1156	0	0	0	0	0	0
PASV2538	0	0	0	0	0	0
PASV6493	7.86E-05	0	0	0	0.000157282	0
PASV4197	0	0	0	0	0	0
PASV8120	0.000353885	0	0	0	0	0
PASV1161	0	0	0	0	0	0
PASV8114	0.000353885	0	0	0	0	0
PASV7583	0	0	0.000275244	0	0	0
PASV7022	0	0	0	0	0	0
PASV8286	0.000117962	0	0	0.000117962	0	0
PASV8115	0.000314564	0	0	0	0	0
PASV1143	0	0	0	0	0	0
PASV1840	0	0	0	0	0	0
PASV4928	0	0	0	0	0	0.000275244
PASV2535	0	0	0	0	0	0
PASV9311	0	0	0	0.000275244	0	0
PASV1253	0	0	0	0	0	0
PASV8813	0	0.000353885	0	0	0	0
PASV1138	0	0	0	0	0	0
PASV6448	0	0	0	0	0.000196603	0
PASV4261	0	0	0	0	0	3.93E-05
PASV4195	0	0	0	0	0	0
PASV4931	0	0	0	0	0	0.000196603
PASV4933	0	0	0	0	0	0.000353885
PASV2529	0	0	0	0	0	0
PASV7576	0	0	0.000314564	0	0	0
PASV8820	0	0.000275244	0	0	0	0
PASV1620	0	0	0	0	3.93E-05	0
PASV3335	0	0	0	0	0	0
PASV1162	0	0	0	0	0	0
PASV3341	0	0	0	0	0	0
PASV5017	0	0	0	0	0.000117962	0.000157282
PASV8119	0.000314564	0	0	0	0	0
PASV7021	0	0	0	0	0	0
PASV7019	0	0	0	0	0	0
PASV5656	0	0	0	0	0	0
PASV3336	0	0	0	0	0	0
PASV4511	0	0	0	0.000157282	0	0
PASV8812	0	0.000314564	0	0	0	0
PASV4253	0	0	0	7.86E-05	0	0
PASV1286	0	0	0	0	0	0
PASV3859	0	0.000235923	0	0	0	0
PASV6457	0	0	0	0	0.000235923	0
PASV5662	0	0	0	0	0	0
PASV6451	0	0	0	0	0.000275244	0
PASV9318	0	0	0	0.000235923	0	0
PASV5663	0	0	0	0	0	0
PASV9317	0	0	0	0.000314564	0	0
PASV6869	0	0	0	0	7.86E-05	0
PASV3870	0	0	0	0	0	0
PASV1374	0	0	0	0	0	0
PASV4198	0	0	0	0	0	0
PASV6454	0	0	0	0	0.000275244	0
PASV5478	0	0	0	0.000235923	0	3.93E-05
PASV2537	0	0	0	0	0	0
PASV9315	0	0	0	0.000275244	0	0
PASV5667	0	0	0	0	0	0
PASV1129	0	0	0	0	0	0
PASV4921	0	0	0	0	0	0.000157282
PASV2544	0	0	0	0	0	0
PASV5205	0	0	0	0	0	7.86E-05
PASV2934	0	0	0	0	0	0
PASV8819	0	0.000275244	0	0	0	0
PASV7026	0	0	0	0	0	0
PASV8117	0.000353885	0	0	0	0	0
PASV3340	0	0	0	0	0	0
PASV8816	0	0.000314564	0	0	0	0
PASV2533	0	0	0	0	0	0
PASV4479	0	0	0	0	0	0
PASV6456	0	0	0	0	0.000196603	0
PASV1805	0.000235923	0	0	0	0	0
PASV1152	0	0	0	0	0	0
PASV1722	0	0	0	0	0.000196603	0
PASV8811	0	0.000314564	0	0	0	0
PASV4284	0	0	7.86E-05	0	0	0
PASV3345	0	0	0	0	0	0
PASV2725	0	0	0	0	0.000157282	0
PASV4387	0	0	0	0.000157282	0	0
PASV1948	0	3.93E-05	0	7.86E-05	0	0
PASV3434	0	0	0	0	0	0
PASV9312	0	0	0	0.000235923	0	0
PASV7025	0	0	0	0	0	0
PASV7587	0	0	0.000353885	0	0	0
PASV6459	0	0	0	0	0.000196603	0
PASV9313	0	0	0	0.000275244	0	0
PASV4196	0	0	0	0	0	0
PASV7581	0	0	0.000314564	0	0	0
PASV1164	0	0	0	0	0	0
PASV3343	0	0	0	0	0	0
PASV9314	0	0	0	0.000353885	0	0
PASV1133	0	0	0	0	0	0
PASV3638	0	0	0.000157282	0	0	3.93E-05
PASV7582	0	0	0.000275244	0	0	0
PASV2541	0	0	0	0	0	0
PASV5779	0	0	0	0	0	0
PASV7020	0	0	0	0	0	0
PASV7027	0	0	0	0	0	0
PASV7577	0	0	0.000353885	0	0	0
PASV4922	0	0	0	0	0	0.000235923
PASV4926	0	0	0	0	0	0.000235923
PASV9308	0	0	0	0.000275244	0	0
PASV1157	0	0	0	0	0	0
PASV3342	0	0	0	0	0	0
PASV7601	0	0	0.000275244	0	0	0
PASV1545	0	0	0	0	0	3.93E-05
PASV7603	0	0	0.000275244	0	0	0
PASV6466	0	0	0	0	0.000117962	0
PASV1838	0	0	0	0	7.86E-05	0
PASV4940	0	0	0	0	0	0.000235923
PASV7590	0	0	0.000235923	0	0	0
PASV5035	0	0	0	0	0	0.000117962
PASV8124	0.000314564	0	0	0	0	0
PASV4070	0	0	7.86E-05	7.86E-05	0	0
PASV5480	0	0	0	0	0.000117962	7.86E-05
PASV5678	0	0	0	0	0	0
PASV2566	0	0	0	0	0	0
PASV7042	0	0	0	0	0	0
PASV4212	0	0	0	0	0	0
PASV7606	0	0	0.000235923	0	0	0
PASV7598	0	0	0.000314564	0	0	0
PASV7604	0	0	0.000235923	0	0	0
PASV4938	0	0	0	0	0	0.000275244
PASV3370	0	0	0	0	0	0
PASV9240	0	3.93E-05	0	0.000157282	0	0
PASV6478	0	0	0	0	0.000117962	0
PASV6467	0	0	0	0	0.000275244	0
PASV4213	0	0	0	0	0	0
PASV9339	0	0	0	0.000235923	0	0
PASV1186	0	0	0	0	0	0
PASV8829	0	0.000314564	0	0	0	0
PASV6573	0	0	0	0	0.000117962	0
PASV8833	0	0.000196603	0	0	0	0
PASV4217	0	0	0	0	0	0
PASV2552	0	0	0	0	0	0
PASV1188	0	0	0	0	0	0
PASV6583	0	0	7.86E-05	0	7.86E-05	0
PASV5677	0	0	0	0	0	0
PASV7038	0	0	0	0	0	0
PASV9340	0	0	0	0.000196603	0	0
PASV1204	0	0	0	0	0	0
PASV1223	0	0	0	0	0	0
PASV9342	0	0	0	0.000196603	0	0
PASV1212	0	0	0	0	0	0
PASV7037	0	0	0	0	0	0
PASV6477	0	0	0	0	3.93E-05	0
PASV3358	0	0	0	0	0	0
PASV8121	0.000314564	0	0	0	0	0
PASV2560	0	0	0	0	0	0
PASV6464	0	0	0	0	0.000235923	0
PASV5909	0	0	7.86E-05	0	0	0
PASV8826	0	0.000196603	0	0	0	0
PASV1237	0	0	0	0	0	0
PASV1202	0	0	0	0	0	0
PASV8832	0	0.000314564	0	0	0	0
PASV1775	0	0	0	0	0.000157282	0
PASV7040	0	0	0	0	0	0
PASV1203	0	0	0	0	0	0
PASV1195	0	0	0	0	0	0
PASV8827	0	0.000235923	0	0	0	0
PASV4303	0	0	0	0	0	0
PASV8821	0	0.000275244	0	0	0	0
PASV5685	0	0	0	0	0	0
PASV7036	0	0	0	0	0	0
PASV4202	0	0	0	0	0	0
PASV5675	0	0	0	0	0	0
PASV2569	0	0	0	0	0	0
PASV1190	0	0	0	0	0	0
PASV2549	0	0	0	0	0	0
PASV4352	0	0	0	0	0	0
PASV7600	0	0	0.000196603	0	0	0
PASV4215	0	0	0	0	0	0
PASV4941	0	0	0	0	0	0.000235923
PASV1234	0	0	0	0	0	0
PASV2561	0	0	0	0	0	0
PASV7290	7.86E-05	0	0	7.86E-05	0	0
PASV9335	0	0	0	0.000314564	0	0
PASV6479	0	0	0	0	0.000157282	0
PASV1342	0	0	3.93E-05	0	0	0
PASV7594	0	0	0.000275244	0	0	0
PASV5672	0	0	0	0	0	0
PASV9336	0	0	0	0.000196603	0	0
PASV3669	0	0	0	0	7.86E-05	0
PASV9330	0	0	0	0.000314564	0	0
PASV9319	0	0	0	0.000196603	0	0
PASV7035	0	0	0	0	0	0
PASV9334	0	0	0	0.000275244	0	0
PASV1215	0	0	0	0	0	0
PASV5670	0	0	0	0	0	0
PASV4208	0	0	0	0	0	0
PASV4219	0	0	0	0	0	0
PASV1177	0	0	0	0	0	0
PASV4220	0	0	0	0	0	0
PASV4218	0	0	0	0	0	0
PASV1221	0	0	0	0	0	0
PASV6472	0	0	0	0	0.000235923	0
PASV8130	0.000314564	0	0	0	0	0
PASV1226	0	0	0	0	0	0
PASV6480	0	0	0	0	0.000196603	0
PASV4205	0	0	0	0	0	0
PASV8825	0	0.000275244	0	0	0	0
PASV1206	0	0	0	0	0	0
PASV7596	0	0	0.000275244	0	0	0
PASV4214	0	0	0	0	0	0
PASV7593	0	0	0.000275244	0	0	0
PASV9321	0	0	0	0.000275244	0	0
PASV1750	0	0	0	0.000117962	0	0
PASV7602	0	0	0.000196603	0	0	0
PASV9341	0	0	0	0.000235923	0	0
PASV9325	0	0	0	0.000314564	0	0
PASV7179	0	0	7.86E-05	7.86E-05	0	0
PASV9329	0	0	0	0.000275244	0	0
PASV4211	0	0	0	0	0	0
PASV7599	0	0	0.000196603	0	0	0
PASV2877	0	0	0	0	0.000117962	0
PASV6474	0	0	0	0	0.000157282	0
PASV6471	0	0	0	0	0.000235923	0
PASV7589	0	0	0.000275244	0	0	0
PASV8823	0	0.000235923	0	0	0	0
PASV4942	0	0	0	0	0	0.000196603
PASV1205	0	0	0	0	0	0
PASV8126	0.000314564	0	0	0	0	0
PASV1225	0	0	0	0	0	0
PASV8131	0.000314564	0	0	0	0	0
PASV5687	0	0	0	0	0	0
PASV7592	0	0	0.000275244	0	0	0
PASV1232	0	0	0	0	0	0
PASV8204	0.000196603	0.000117962	0	0	0	0
PASV2988	0	0	0.000196603	0	0	0
PASV6468	0	0	0	0	0.000235923	0
PASV3349	0	0	0	0	0	0
PASV6473	0	0	0	0	0.000117962	0
PASV9338	0	0	0	0.000275244	0	0
PASV7607	0	0	0.000196603	0	0	0
PASV3356	0	0	0	0	0	0
PASV1210	0	0	0	0	0	0
PASV9323	0	0	0	0.000275244	0	0
PASV1181	0	0	0	0	0	0
PASV5686	0	0	0	0	0	0
PASV8129	0.000275244	0	0	0	0	0
PASV5748	0	0	0	7.86E-05	0	0
PASV7595	0	0	0.000235923	0	0	0
PASV5671	0	0	0	0	0	0
PASV3362	0	0	0	0	0	0
PASV3705	0	0	0	0	0.000157282	0
PASV7041	0	0	0	0	0	0
PASV6460	0	0	0	0	0.000117962	0
PASV6462	0	0	0	0	0.000235923	0
PASV1182	0	0	0	0	0	0
PASV7070	0	7.86E-05	0	0	0	0
PASV8831	0	0.000196603	0	0	0	0
PASV9337	0	0	0	0.000275244	0	0
PASV5682	0	0	0	0	0	0
PASV3138	0	0	0	0.000196603	0	0
PASV4936	0	0	0	0	0	0.000275244
PASV1167	0	0	0	0	0	0
PASV1510	0	0	0	0	0	0
PASV1194	0	0	0	0	0	0
PASV7667	0.000117962	0	0.000157282	0	0	0
PASV3740	0.000196603	0	0	0	0	0
PASV6461	0	0	0	0	0.000157282	0
PASV1217	0	0	0	0	0	0
PASV7605	0	0	0.000196603	0	0	0
PASV5674	0	0	0	0	0	0
PASV1480	0	0	0	0.000117962	0	0
PASV3365	0	0	0	0	0	0
PASV5679	0	0	0	0	0	0
PASV3359	0	0	0	0	0	0
PASV4206	0	0	0	0	0	0
PASV8128	0.000314564	0	0	0	0	0
PASV1233	0	0	0	0	0	0
PASV7727	0	0.000157282	0.000157282	0	0	0
PASV7597	0	0	0.000275244	0	0	0
PASV8929	0	0.000157282	0	3.93E-05	0	0
PASV1222	0	0	0	0	0	0
PASV9322	0	0	0	0.000275244	0	0
PASV1315	0	0	0	0	0	0
PASV4227	0	0	0	0	0	0
PASV1306	0	0	0	0	0	0
PASV8147	0.000275244	0	0	0	0	0
PASV7631	0	0	0.000196603	0	0	0
PASV6485	0	0	0	0	0.000157282	0
PASV1312	0	0	0	0	0	0
PASV9360	0	0	0	0.000196603	0	0
PASV5711	0	0	0	0	0	0
PASV5024	0	0	0	0	0	0.000157282
PASV1284	0	0	0	0	0	0
PASV7625	0	0	0.000157282	0	0	0
PASV7117	0	7.86E-05	0	0	0	0
PASV6497	0	0	0	0	0.000157282	0
PASV7059	0	0	0	0	0	0
PASV9345	0	0	0	0.000235923	0	0
PASV3375	0	0	0	0	0	0
PASV3376	0	0	0	0	0	0
PASV4954	0	0	0	0	0	0.000117962
PASV8853	0	0.000235923	0	0	0	0
PASV5707	0	0	0	0	0	0
PASV4248	0	0	0	0	0	0
PASV3114	0	0	0	0.000157282	0	0
PASV1320	0	0	0	0	0	0
PASV4234	0	0	0	0	0	0
PASV8849	0	0.000196603	0	0	0	0
PASV1326	0	0	0	0	0	0
PASV4964	0	0	0	0	0	0.000235923
PASV3372	0	0	0	0	0	0
PASV8134	0.000275244	0	0	0	0	0
PASV9348	0	0	0	0.000196603	0	0
PASV9349	0	0	0	0.000235923	0	0
PASV3387	0	0	0	0	0	0
PASV2583	0	0	0	0	0	0
PASV4948	0	0	0	0	0	0.000235923
PASV1277	0	0	0	0	0	0
PASV2784	0	0	0	0	0	0
PASV5715	0	0	0	0	0	0
PASV4419	0	0	0	0	0	0
PASV1254	0	0	0	0	0	0
PASV2686	0	0	0	0	3.93E-05	0
PASV9353	0	0	0	0.000235923	0	0
PASV7052	0	0	0	0	0	0
PASV1287	0	0	0	0	0	0
PASV2596	0	0	0	0	0	0
PASV1330	0	0	0	0	0	0
PASV1339	0	0	0	0	0	0
PASV2115	0	0	0	0	0	0
PASV6599	0	0	0	0	7.86E-05	0
PASV1317	0	0	0	0	0	0
PASV8150	0.000275244	0	0	0	0	0
PASV4337	0	0	0	0	3.93E-05	0
PASV3598	0	0	0	0	0	3.93E-05
PASV8842	0	0.000235923	0	0	0	0
PASV2594	0	0	0	0	0	0
PASV8848	0	0.000235923	0	0	0	0
PASV3195	0	0	0	0	0.000117962	0
PASV1340	0	0	0	0	0	0
PASV2590	0	0	0	0	0	0
PASV2654	0	0	0	0	0	0
PASV2595	0	0	0	0	0	0
PASV4242	0	0	0	0	0	0
PASV1242	0	0	0	0	0	0
PASV6488	0	0	0	0	0.000235923	0
PASV5706	0	0	0	0	0	0
PASV4970	0	0	0	0	0	0.000196603
PASV4429	0	0	0	0	0	0
PASV1300	0	0	0	0	0	0
PASV7627	0	0	0.000196603	0	0	0
PASV4660	0	0	0	0	0	0
PASV7623	0	0	0.000117962	0	0	0
PASV4239	0	0	0	0	0	0
PASV3394	0	0	0	0	0	0
PASV8838	0	0.000275244	0	0	0	0
PASV8145	0.000275244	0	0	0	0	0
PASV1257	0	0	0	0	0	0
PASV9350	0	0	0	0.000235923	0	0
PASV1294	0	0	0	0	0	0
PASV3105	0	0	0	0	0	0
PASV1285	0	0	0	0	0	0
PASV8144	0.000275244	0	0	0	0	0
PASV8834	0	0.000196603	0	0	0	0
PASV3680	0	0	0.000117962	0	0	0
PASV4247	0	0	0	0	0	0
PASV9344	0	0	0	0.000235923	0	0
PASV2943	0	0	0	0	0	0
PASV2593	0	0	0	0	0	0
PASV1534	0	0	0	7.86E-05	0	0
PASV4967	0	0	0	0	0	0.000275244
PASV9347	0	0	0	0.000235923	0	0
PASV7626	0	0	0.000275244	0	0	0
PASV6591	0	0	0	0	7.86E-05	0
PASV2585	0	0	0	0	0	0
PASV2589	0	0	0	0	0	0
PASV8152	0.000235923	0	0	0	0	0
PASV9357	0	0	0	0.000196603	0	0
PASV4233	0	0	0	0	0	0
PASV7624	0	0	0.000117962	0	0	0
PASV6496	0	0	0	0	0.000235923	0
PASV6487	0	0	0	0	0.000235923	0
PASV5490	0	0	0	3.93E-05	0	7.86E-05
PASV7628	0	0	0.000157282	0	0	0
PASV1269	0	0	0	0	0	0
PASV8846	0	0.000235923	0	0	0	0
PASV4973	0	0	0	0	0	0.000117962
PASV7055	0	0	0	0	0	0
PASV2577	0	0	0	0	0	0
PASV3473	0	0	0	0	0	7.86E-05
PASV1319	0	0	0	0	0	0
PASV3377	0	0	0	0	0	0
PASV7617	0	0	0.000235923	0	0	0
PASV1341	0	0	0	0	0	0
PASV4957	0	0	0	0	0	0.000157282
PASV1282	0	0	0	0	0	0
PASV4232	0	0	0	0	0	0
PASV3400	0	0	0	0	0	0
PASV4245	0	0	0	0	0	0
PASV7049	0	0	0	0	0	0
PASV9355	0	0	0	0.000235923	0	0
PASV4949	0	0	0	0	0	0.000235923
PASV1325	0	0	0	0	0	0
PASV7629	0	0	0.000117962	0	0	0
PASV4966	0	0	0	0	0	0.000196603
PASV9351	0	0	0	0.000196603	0	0
PASV8841	0	0.000117962	0	0	0	0
PASV1311	0	0	0	0	0	0
PASV3383	0	0	0	0	0	0
PASV2575	0	0	0	0	0	0
PASV4235	0	0	0	0	0	0
PASV1310	0	0	0	0	0	0
PASV4974	0	0	0	0	0	0.000157282
PASV2598	0	0	0	0	0	0
PASV2588	0	0	0	0	0	0
PASV2587	0	0	0	0	0	0
PASV7061	0	0	0	0	0	0
PASV8142	0.000275244	0	0	0	0	0
PASV4968	0	0	0	0	0	0.000196603
PASV8847	0	0.000235923	0	0	0	0
PASV4238	0	0	0	0	0	0
PASV2028	0	0	0	0	0	3.93E-05
PASV4958	0	0	0	0	0	0.000235923
PASV8146	0.000275244	0	0	0	0	0
PASV9358	0	0	0	0.000235923	0	0
PASV7619	0	0	3.93E-05	0	0	0
PASV6489	0	0	0	0	0.000196603	0
PASV8851	0	0.000235923	0	0	0	0
PASV1288	0	0	0	0	0	0
PASV2592	0	0	0	0	0	0
PASV3392	0	0	0	0	0	0
PASV4611	0.000117962	0	0	0	7.86E-05	0
PASV4972	0	0	0	0	0	0.000157282
PASV4971	0	0	0	0	0	0.000196603
PASV8137	0.000235923	0	0	0	0	0
PASV2584	0	0	0	0	0	0
PASV9356	0	0	0	0.000196603	0	0
PASV1337	0	0	0	0	0	0
PASV2742	0	0	0	0	0	0
PASV1274	0	0	0	0	0	0
PASV4965	0	0	0	0	0	0.000157282
PASV7050	0	0	0	0	0	0
PASV3374	0	0	0	0	0	0
PASV7618	0	0	0.000275244	0	0	0
PASV3393	0	0	0	0	0	0
PASV1260	0	0	0	0	0	0
PASV7611	0	0	0.000196603	0	0	0
PASV4240	0	0	0	0	0	0
PASV7046	0	0	0	0	0	0
PASV7058	0	0	0	0	0	0
PASV8148	0.000196603	0	0	0	0	0
PASV8852	0	0.000235923	0	0	0	0
PASV1335	0	0	0	0	0	0
PASV8850	0	0.000235923	0	0	0	0
PASV5713	0	0	0	0	0	0
PASV1322	0	0	0	0	0	0
PASV1327	0	0	0	0	0	0
PASV8845	0	0.000196603	0	0	0	0
PASV1323	0	0	0	0	0	0
PASV4975	0	0	0	0	0	0.000196603
PASV5712	0	0	0	0	0	0
PASV1307	0	0	0	0	0	0
PASV6494	0	0	0	0	0.000117962	0
PASV5716	0	0	0	0	0	0
PASV8839	0	0.000196603	0	0	0	0
PASV7051	0	0	0	0	0	0
PASV3382	0	0	0	0	0	0
PASV7612	0	0	0.000275244	0	0	0
PASV4241	0	0	0	0	0	0
PASV3388	0	0	0	0	0	0
PASV5694	0	0	0	0	0	0
PASV4246	0	0	0	0	0	0
PASV9352	0	0	0	0.000275244	0	0
PASV3030	0	0	0.000117962	0	0	0
PASV1278	0	0	0	0	0	0
PASV6495	0	0	0	0	0.000117962	0
PASV3717	0	0	0	0	0	0
PASV1324	0	0	0	0	0	0
PASV4955	0	0	0	0	0	0.000235923
PASV6490	0	0	0	0	0.000275244	0
PASV1293	0	0	0	0	0	0
PASV2597	0	0	0	0	0	0
PASV5709	0	0	0	0	0	0
PASV1272	0	0	0	0	0	0
PASV5696	0	0	0	0	0	0
PASV8138	0.000275244	0	0	0	0	0
PASV3391	0	0	0	0	0	0
PASV1318	0	0	0	0	0	0
PASV5714	0	0	0	0	0	0
PASV3396	0	0	0	0	0	0
PASV6481	0	0	0	0	7.86E-05	0
PASV2599	0	0	0	0	0	0
PASV5030	0	0	0	0	0	0.000157282
PASV5710	0	0	0	0	0	0
PASV1329	0	0	0	0	0	0
PASV7646	0	0	0.000235923	0	0	0
PASV1421	0	0	0	0	0	0
PASV5007	0	0	0	0	0	0.000196603
PASV6506	0	0	0	0	0.000196603	0
PASV2897	0	0	0	0	0	7.86E-05
PASV9368	0	0	0	0.000235923	0	0
PASV2640	0	0	0	0	0	0
PASV2624	0	0	0	0	0	0
PASV4288	0	0	0	0	0	0
PASV5756	0	0	0	0	0	0
PASV9372	0	0	0	0.000157282	0	0
PASV7081	0	0	0	0	0	0
PASV1393	0	0	0	0	0	0
PASV7082	0	0	0	0	0	0
PASV4277	0	0	0	0	0	0
PASV1437	0	0	0	0	0	0
PASV2631	0	0	0	0	0	0
PASV4268	0	0	0	0	0	0
PASV1413	0	0	0	0	0	0
PASV5726	0	0	0	0	0	0
PASV4287	0	0	0	0	0	0
PASV1822	0	0	0	0	0	0
PASV1379	0	0	0	0	0	0
PASV3452	0	0	0	0	0	0
PASV1786	0	0	0	0	0	0
PASV8178	0.000235923	0	0	0	0	0
PASV8412	0.000117962	3.93E-05	0	0	0	0
PASV7632	0	0	0.000157282	0	0	0
PASV7660	0	0	0.000157282	0	0	0
PASV1455	0	0	0	0	0	0
PASV8869	0	0.000196603	0	0	0	0
PASV1354	0	0	0	0	0	0
PASV3443	0	0	0	0	0	0
PASV6529	0	0	0	0	0.000157282	0
PASV6516	0	0	0	0	0.000196603	0
PASV4280	0	0	0	0	0	0
PASV1451	0	0	0	0	0	0
PASV8881	0	0.000157282	0	0	0	0
PASV8158	0.000196603	0	0	0	0	0
PASV5744	0	0	0	0	0	0
PASV8883	0	0.000196603	0	0	0	0
PASV4985	0	0	0	0	0	0.000196603
PASV7291	0	0	0	0.000117962	0	0
PASV8163	0.000196603	0	0	0	0	0
PASV4255	0	0	0	0	0	0
PASV8157	0.000196603	0	0	0	0	0
PASV7078	0	0	0	0	0	0
PASV3424	0	0	0	0	0	0
PASV3422	0	0	0	0	0	0
PASV5969	0	0	0	3.93E-05	0	0
PASV4521	0	0	0.000117962	0	0	0
PASV7651	0	0	0.000157282	0	0	0
PASV6526	0	0	0	0	7.86E-05	0
PASV2629	0	0	0	0	0	0
PASV2622	0	0	0	0	0	0
PASV1362	0	0	0	0	0	0
PASV6693	0.000117962	0	0	0	7.86E-05	0
PASV4992	0	0	0	0	0	7.86E-05
PASV5016	0	0	0	0	0	0.000157282
PASV6522	0	0	0	0	0.000196603	0
PASV1406	0	0	0	0	0	0
PASV1432	0	0	0	0	0	0
PASV3436	0	0	0	0	0	0
PASV5736	0	0	0	0	0	0
PASV7073	0	0	0	0	0	0
PASV8179	0.000196603	0	0	0	0	0
PASV6528	0	0	0	0	0.000196603	0
PASV4283	0	0	0	0	0	0
PASV9362	0	0	0	0.000117962	0	0
PASV7071	0	0	0	0	0	0
PASV5728	0	0	0	0	0	0
PASV6511	0	0	0	0	7.86E-05	0
PASV1404	0	0	0	0	0	0
PASV8864	0	0.000157282	0	0	0	0
PASV4278	0	0	0	0	0	0
PASV4250	0	0	0	0	0	0
PASV5753	0	0	0	0	0	0
PASV1360	0	0	0	0	0	0
PASV5002	0	0	0	0	0	0.000157282
PASV8167	0.000196603	0	0	0	0	0
PASV3450	0	0	0	0	0	0
PASV4260	0	0	0	0	0	0
PASV7649	0	0	0.000157282	0	0	0
PASV3413	0	0	0	0	0	0
PASV1391	0	0	0	0	0	0
PASV4290	0	0	0	0	0	0
PASV7065	0	0	0	0	0	0
PASV5013	0	0	0	0	0	0.000235923
PASV4987	0	0	0	0	0	0.000196603
PASV3445	0	0	0	0	0	0
PASV5757	0	0	0	0	0	0
PASV1445	0	0	0	0	0	0
PASV9370	0	0	0	0.000157282	0	0
PASV8872	0	0.000157282	0	0	0	0
PASV8177	0.000235923	0	0	0	0	0
PASV8880	0	0.000235923	0	0	0	0
PASV6518	0	0	0	0	0.000157282	0
PASV8874	0	0.000196603	0	0	0	0
PASV7091	0	0	0	0	0	0
PASV8885	0	0.000157282	0	0	0	0
PASV5721	0	0	0	0	0	0
PASV3403	0	0	0	0	0	0
PASV9367	0	0	0	0.000235923	0	0
PASV4984	0	0	0	0	0	7.86E-05
PASV1448	0	0	0	0	0	0
PASV2630	0	0	0	0	0	0
PASV5012	0	0	0	0	0	0.000196603
PASV4272	0	0	0	0	0	0
PASV5014	0	0	0	0	0	0.000196603
PASV2626	0	0	0	0	0	0
PASV7638	0	0	0.000196603	0	0	0
PASV4981	0	0	0	0	0	0.000117962
PASV6520	0	0	0	0	0.000117962	0
PASV1415	0	0	0	0	0	0
PASV2623	0	0	0	0	0	0
PASV1346	0	0	0	0	0	0
PASV9366	0	0	0	0.000235923	0	0
PASV3449	0	0	0	0	0	0
PASV1386	0	0	0	0	0	0
PASV2628	0	0	0	0	0	0
PASV6504	0	0	0	0	7.86E-05	0
PASV7079	0	0	0	0	0	0
PASV6035	0.000117962	0	0	0	0	0
PASV5733	0	0	0	0	0	0
PASV5000	0	0	0	0	0	0.000196603
PASV4293	0	0	0	0	0	0
PASV2647	0	0	0	0	0	0
PASV2639	0	0	0	0	0	0
PASV7067	0	0	0	0	0	0
PASV3411	0	0	0	0	0	0
PASV7644	0	0	7.86E-05	0	0	0
PASV8870	0	0.000196603	0	0	0	0
PASV8875	0	0.000196603	0	0	0	0
PASV4275	0	0	0	0	0	0
PASV4294	0	0	0	0	0	0
PASV1449	0	0	0	0	0	0
PASV9364	0	0	0	0.000196603	0	0
PASV1369	0	0	0	0	0	0
PASV8882	0	0.000196603	0	0	0	0
PASV3426	0	0	0	0	0	0
